SSID,BSSID,RSSI,Frequency(MHz)
WETC-B128,76:D0:2B:9B:FF:B3,-95,2.462
POWER-EA,74:D0:2B:9B:FF:B2,-76,2.462
UPT-eduroam,24:DE:C6:9C:74:A0,-86,2.462
OOS-Vodafone Wi-Fi,00:0D:67:33:9D:75,-60,2.462
OpenWrt,00:18:E7:89:72:29,-60,2.462
A304,98:DA:C4:3F:10:A7,-10,2.462
DecanatET_Guest,EA:C3:2A:C9:29:C2,-68,2.452
Etc_A205,30:16:9D:6D:62:04,-65,2.457
BFI_UPT,D8:07:B6:10:F7:38,-86,2.432
A108_2.4G,9C:53:22:7E:C3:BA,-68,2.427
DCTI-PUBLIC,E0:1C:FC:94:19:32,-76,2.432
DecanatET_Guest,EA:C3:2A:C9:28:BA,-71,2.452
Electronica1,34:60:F9:A8:05:92,-64,2.422
uetm_guest,7A:2F:74:2C:C0:31,-60,2.447
uetm,F0:2F:74:2D:33:01,-65,2.447
uetm,F0:2F:74:2C:C0:30,-60,2.447
A_306,F8:D1:11:41:11:BC,-78,2.437
Consiliu,00:1F:CF:11:76:CC,-64,2.437
Lab TFI,50:D4:F7:BB:C8:85,-69,2.427
Liga AC LABS_2.4G,00:EB:D8:E5:77:DE,-60,2.417
studcm,C0:C1:C0:D1:DB:68,-75,2.462
SACI-A109-2G,18:31:BF:64:EB:A8,-78,2.462
AC-Guest,A0:AB:1B:7A:96:C8,-63,2.462
Etc_A316_2.4G,40:AE:30:44:8C:13,-84,2.452
OOS-Vodafone Wi-Fi,00:0D:67:33:A8:01,-76,2.437
B329,E8:48:B8:64:B6:C3,-73,2.417
SACI-A107a-2G,18:31:BF:64:EB:E8,-68,2.412
ETcTI,00:1D:60:19:98:D4,-68,2.412
