SSID,BSSID,RSSI,Frequency(MHz)
DCTI-PUBLIC,E0:1C:FC:94:13:77,-70,2.472
Off Limits2,B4:0F:3B:6E:D9:51,-77,2.462
OpenWrt,00:18:E7:89:72:29,-75,2.462
android027,00:24:01:E7:63:35,-72,2.472
DCTI-PUBLIC,E0:1C:FC:94:19:32,-63,2.432
OOS-Vodafone Wi-Fi,00:0D:67:33:9D:75,-74,2.462
Tenda_709990,B4:0F:3B:70:99:94,-54,2.422
Etc_A205,30:16:9D:6D:62:04,-63,2.457
DecanatET,E4:C3:2A:C9:29:C2,-66,2.452
DecanatET_Guest,EA:C3:2A:C9:29:C2,-68,2.452
B714,00:1F:CF:11:7F:56,-64,2.437
B624,B4:F1:8C:B7:93:C0,-68,2.437
uetm,F0:2F:74:2D:33:01,-71,2.447
Consiliu,00:1F:CF:11:76:CC,-63,2.437
Liga AC LABS_2.4G,00:EB:D8:E5:77:DE,-66,2.417
Electronica1,34:60:F9:A8:05:92,-67,2.422
B329,E8:48:B8:64:B6:C3,-63,2.422
DWR-953-B203-2G,E0:1C:FC:D8:B2:04,-70,2.457
UPT-eduroam,D8:C7:C8:04:70:20,-84,2.462
B129,A0:F3:C1:6A:30:36,-70,2.462
studcm,C0:C1:C0:D1:DB:68,-60,2.462
WETC32,00:1F:CF:11:76:C4,-68,2.437
AIA,98:DA:C4:3F:1E:FF,-64,2.437
AIA,70:4C:A5:C8:ED:F2,-68,2.412
StaffCM,04:95:E6:06:77:61,-61,2.412
UPT-eduroam,24:DE:C6:7C:CA:F0,-66,2.412
decanat-ac,BC:0F:9A:5B:0B:76,-78,2.412
UPT-eduroam,24:DE:C6:9E:F8:E0,-83,2.412
