SSID,BSSID,RSSI,Frequency(MHz)
UPT-eduroam,24:DE:C6:9C:74:A0,-68,2.462
OOS-Vodafone Wi-Fi,00:0D:67:33:9D:75,-64,2.462
android027,00:24:01:E7:63:35,-78,2.472
LSFETc,74:DA:88:48:48:65,-85,2.432
OpenWrt,00:18:E7:89:72:29,-72,2.462
WETC-B128,76:D0:2B:9B:FF:B3,-74,2.462
DecanatET_Guest,EA:C3:2A:C9:29:C2,-63,2.452
DecanatET,E4:C3:2A:C9:29:C2,-62,2.452
Electronica1,34:60:F9:A8:05:92,-77,2.422
uetm_guest,7A:2F:74:2C:C0:31,-66,2.447
uetm,F0:2F:74:2C:C0:30,-14,2.447
StaffCM,04:95:E6:06:77:61,-72,2.442
uetm,F0:2F:74:2D:33:01,-79,2.447
LIGA_AC_STUDENTI,C8:7F:54:58:EB:61,-74,2.417
DCTI-PUBLIC,E0:1C:FC:94:19:32,-78,2.432
ETcTI,00:1D:60:19:98:D4,-59,2.412
Liga AC LABS_2.4G,00:EB:D8:E5:77:DE,-60,2.417
OOS-Vodafone Wi-Fi,00:0D:67:33:A8:01,-25,2.437
B714,00:1F:CF:11:7F:56,-70,2.437
Consiliu,00:1F:CF:11:76:CC,-64,2.437
decanat-ac,BC:0F:9A:5B:0B:76,-82,2.412
SACI-A107a-2G,18:31:BF:64:EB:E8,-69,2.412
POWER-EA,74:D0:2B:9B:FF:B2,-24,2.462
A304,98:DA:C4:3F:10:A7,-23,2.462
AC-Guest,A0:AB:1B:7A:96:C8,-65,2.462
studcm,C0:C1:C0:D1:DB:68,-74,2.462
