SSID,BSSID,RSSI,Frequency(MHz)
OpenWrt,00:18:E7:89:72:29,-74,2.462
studcm,C0:C1:C0:D1:DB:68,-76,2.462
B424,34:0A:33:7E:31:5C,-82,2.462
WETC-B128,76:D0:2B:9B:FF:B3,-80,2.462
AC-Guest,A0:AB:1B:7A:96:C8,-64,2.462
B129,A0:F3:C1:6A:30:36,-76,2.462
OOS-Vodafone Wi-Fi,00:0D:67:33:9D:75,-68,2.462
AIA,98:DA:C4:3F:1E:FF,-70,2.437
Electronica1,34:60:F9:A8:05:92,-65,2.422
uetm,F0:2F:74:2D:33:01,-68,2.447
DecanatET_Guest,EA:C3:2A:C9:29:C2,-73,2.452
Tenda_709990,B4:0F:3B:70:99:94,-66,2.452
uetm_guest,7A:2F:74:2C:C0:31,-64,2.447
StaffCM,04:95:E6:06:77:61,-71,2.442
uetm,F0:2F:74:2C:C0:30,-43,2.447
LSFETc,74:DA:88:48:48:65,-84,2.432
Liga AC LABS_2.4G,00:EB:D8:E5:77:DE,-62,2.417
Consiliu,00:1F:CF:11:76:CC,-63,2.437
B714,00:1F:CF:11:7F:56,-68,2.437
OOS-Vodafone Wi-Fi,00:0D:67:33:A8:01,-42,2.437
1e790931,F4:91:1E:79:09:31,-78,2.412
B329,E8:48:B8:64:B6:C3,-70,2.417
UPT-eduroam,24:DE:C6:7C:CA:F0,-66,2.412
POWER-EA,74:D0:2B:9B:FF:B2,-80,2.462
A304,98:DA:C4:3F:10:A7,-41,2.462
