SSID,BSSID,RSSI,Frequency(MHz)
android027,00:24:01:E7:63:35,-9,2.472
B129,A0:F3:C1:6A:30:36,-70,2.462
Etc_A205,30:16:9D:6D:62:04,-68,2.457
Stand_3_Siemens,00:1E:42:16:CB:CA,-14,2.462
B329,E8:48:B8:64:B6:C3,-55,2.422
AIA,98:DA:C4:3F:1E:FF,-59,2.437
studcm,C0:C1:C0:D1:DB:68,-65,2.462
SACI-A109-2G,18:31:BF:64:EB:A8,-68,2.462
UPT-eduroam,D8:C7:C8:04:70:20,-10,2.462
uetm,F0:2F:74:2D:33:01,-70,2.447
uetm_guest,7A:2F:74:2C:C0:31,-66,2.447
AC-Guest,A0:AB:1B:7A:96:C8,-76,2.462
DecanatET,E4:C3:2A:C9:28:BA,-76,2.452
DIRECT-97-HP M477 LaserJet,82:2B:F9:E8:3C:97,-68,2.447
DecanatET_Guest,EA:C3:2A:C9:28:BA,-78,2.452
DCTI-PUBLIC,E0:1C:FC:94:19:23,-66,2.442
A108_2.4G,9C:53:22:7E:C3:BA,-64,2.427
Consiliu,00:1F:CF:11:76:CC,-68,2.437
WETC-B128,76:D0:2B:9B:FF:B3,-62,2.412
StaffCM,04:95:E6:06:77:61,-54,2.412
Electronica1,34:60:F9:A8:05:92,-68,2.422
A_306,F8:D1:11:41:11:BC,-70,2.437
WETC32,00:1F:CF:11:76:C4,-68,2.437
POWER-EA,74:D0:2B:9B:FF:B2,-71,2.412
AIA,70:4C:A5:C8:ED:F2,-64,2.412
UPT-eduroam,24:DE:C6:7C:CA:F0,-58,2.412
OOS-Vodafone Wi-Fi,00:0D:67:33:9D:75,-63,2.462
DWR-953-B203-2G,E0:1C:FC:D8:B2:04,-68,2.457
