SSID,BSSID,RSSI,Frequency(MHz)
A304,98:DA:C4:3F:10:A7,-11,2.462
B424,34:0A:33:7E:31:5C,-73,2.462
Etc_A205,30:16:9D:6D:62:04,-62,2.457
B129,A0:F3:C1:6A:30:36,-64,2.462
studcm,C0:C1:C0:D1:DB:68,-59,2.462
OOS-Vodafone Wi-Fi,00:0D:67:33:9D:75,-70,2.462
DCTI-PUBLIC,E0:1C:FC:94:19:32,-58,2.432
DecanatET,E4:C3:2A:C9:28:BA,-74,2.452
DecanatET,E4:C3:2A:C9:29:C2,-68,2.452
DecanatET_Guest,EA:C3:2A:C9:28:BA,-74,2.452
DecanatET_Guest,EA:C3:2A:C9:29:C2,-68,2.452
AIA,98:DA:C4:3F:1E:FF,-62,2.437
Consiliu,00:1F:CF:11:76:CC,-84,2.437
DCTI-PUBLIC,E0:1C:FC:94:19:23,-63,2.442
A108_2.4G,9C:53:22:7E:C3:BA,-68,2.427
Tenda_709990,B4:0F:3B:70:99:94,-51,2.422
B329,E8:48:B8:64:B6:C3,-62,2.422
AC-Guest,A0:AB:1B:7A:96:C8,-74,2.462
WETC-B128,76:D0:2B:9B:FF:B3,-58,2.437
POWER-EA,74:D0:2B:9B:FF:B2,-63,2.437
DIRECT-F4-HP Smart Tank 710-720,E2:70:EA:02:0C:F4,-80,2.437
B624,B4:F1:8C:B7:93:C0,-62,2.437
WETC32,00:1F:CF:11:76:C4,-60,2.437
UPT-eduroam,24:DE:C6:7C:CA:F0,-60,2.412
StaffCM,04:95:E6:06:77:61,-56,2.412
ETcTI,00:1D:60:19:98:D4,-74,2.412
AIA,70:4C:A5:C8:ED:F2,-61,2.412
