SSID,BSSID,RSSI,Frequency(MHz)
OOS-Vodafone Wi-Fi,00:0D:67:33:9D:75,-64,2.462
Stand_3_Siemens,00:1E:42:16:CB:CA,-84,2.462
AC-Guest,A0:AB:1B:7A:96:C8,-70,2.462
LSFETc,74:DA:88:48:48:65,-94,2.432
UPT-eduroam,24:DE:C6:9C:74:A0,-69,2.462
Etc_A205,30:16:9D:6D:62:04,-95,2.457
DecanatET_Guest,EA:C3:2A:C9:28:BA,-82,2.452
studcm,C0:C1:C0:D1:DB:68,-77,2.462
Tenda_709990,B4:0F:3B:70:99:94,-66,2.452
uetm,F0:2F:74:2C:C0:30,-63,2.447
uetm_guest,7A:2F:74:2C:C0:31,-64,2.447
DecanatET,E4:C3:2A:C9:29:C2,-74,2.452
Liga AC LABS_2.4G,00:EB:D8:E5:77:DE,-66,2.417
Electronica1,34:60:F9:A8:05:92,-70,2.422
LIGA_AC_STUDENTI,C8:7F:54:58:EB:61,-84,2.417
StaffCM,04:95:E6:06:77:61,-71,2.412
OpenWrt,00:18:E7:89:72:29,-72,2.462
SACI-A109-2G,18:31:BF:64:EB:A8,-76,2.462
Consiliu,00:1F:CF:11:76:CC,-70,2.437
1e790931,F4:91:1E:79:09:31,-70,2.412
ETcTI,00:1D:60:19:98:D4,-68,2.412
