SSID,BSSID,RSSI,Frequency(MHz)
Tenda_709990,B4:0F:3B:70:99:94,-64,2.462
Stand_3_Siemens,00:1E:42:16:CB:CA,-64,2.462
android027,00:24:01:E7:63:35,-23,2.472
Telekom-xjioCm,70:0B:01:05:B7:51,-74,2.472
DWR-953-B203-2G,E0:1C:FC:D8:B2:04,-74,2.457
studcm,C0:C1:C0:D1:DB:68,-68,2.462
B129,A0:F3:C1:6A:30:36,-74,2.462
OOS-Vodafone Wi-Fi,00:0D:67:33:9D:75,-62,2.462
B424,34:0A:33:7E:31:5C,-95,2.462
Etc_A205,30:16:9D:6D:62:04,-29,2.457
AIA,98:DA:C4:3F:1E:FF,-65,2.437
DCTI-PUBLIC,E0:1C:FC:94:19:32,-63,2.432
UPT-eduroam,24:DE:C6:9E:F2:D0,-78,2.462
UPT-eduroam,D8:C7:C8:04:70:20,-85,2.462
B029,A8:42:A1:69:A0:56,-36,2.447
DCTI-PUBLIC,E0:1C:FC:94:19:23,-69,2.442
Consiliu,00:1F:CF:11:76:CC,-64,2.437
WETC32,00:1F:CF:11:76:C4,-71,2.437
B329,E8:48:B8:64:B6:C3,-60,2.422
Liga AC LABS_2.4G,00:EB:D8:E5:77:DE,-62,2.417
AIA,70:4C:A5:C8:ED:F2,-71,2.412
ETcTI,00:1D:60:19:98:D4,-61,2.412
RG60SE_A6,00:1F:CF:11:83:08,-75,2.437
B714,00:1F:CF:11:7F:56,-67,2.437
A_306,F8:D1:11:41:11:BC,-64,2.437
70mai_A810_b25a,44:27:F3:7B:B2:5A,-78,2.427
WETC-B128,76:D0:2B:9B:FF:B3,-63,2.412
POWER-EA,74:D0:2B:9B:FF:B2,-63,2.412
UPT-eduroam,24:DE:C6:7C:CA:F0,-62,2.412
StaffCM,04:95:E6:06:77:61,-52,2.412
SACI-A109-2G,18:31:BF:64:EB:A8,-62,2.462
