SSID,BSSID,RSSI,Frequency(MHz)
OpenWrt,00:18:E7:89:72:29,-66,2.462
AIA,98:DA:C4:3F:1E:FF,-74,2.437
studcm,C0:C1:C0:D1:DB:68,-69,2.462
POWER-EA,74:D0:2B:9B:FF:B2,-70,2.462
OOS-Vodafone Wi-Fi,00:0D:67:33:9D:75,-65,2.462
DCTI-PUBLIC,E0:1C:FC:94:19:32,-86,2.432
Consiliu,00:1F:CF:11:76:CC,-63,2.437
StaffCM,04:95:E6:06:77:61,-70,2.442
A304,98:DA:C4:3F:10:A7,-68,2.462
uetm_guest,7A:2F:74:2C:C0:31,-70,2.447
uetm,F0:2F:74:2C:C0:30,-70,2.447
Tenda_709990,B4:0F:3B:70:99:94,-9,2.452
DecanatET_Guest,EA:C3:2A:C9:29:C2,-70,2.452
DecanatET,E4:C3:2A:C9:29:C2,-10,2.452
uetm,F0:2F:74:2D:33:01,-66,2.447
DecanatET_Guest,EA:C3:2A:C9:28:BA,-80,2.452
DCTI-PUBLIC,E0:1C:FC:94:19:23,-66,2.442
WETC32,00:1F:CF:11:76:C4,-82,2.437
ETcTI,00:1D:60:19:98:D4,-66,2.412
B329,E8:48:B8:64:B6:C3,-72,2.417
Liga AC LABS_2.4G,00:EB:D8:E5:77:DE,-62,2.417
UPT-eduroam,24:DE:C6:7C:CA:F0,-70,2.412
B714,00:1F:CF:11:7F:56,-74,2.437
AIA,70:4C:A5:C8:ED:F2,-80,2.412
SACI-A107a-2G,18:31:BF:64:EB:E8,-65,2.412
UPT-eduroam,24:DE:C6:9E:F0:B0,-70,2.412
Stand_3_Siemens,00:1E:42:16:CB:CA,-80,2.462
WETC-B128,76:D0:2B:9B:FF:B3,-73,2.462
B129,A0:F3:C1:6A:30:36,-72,2.462
