SSID,BSSID,RSSI,Frequency(MHz)
android027,00:24:01:E7:63:35,-100,2.472
B424,34:0A:33:7E:31:5C,-75,2.462
AC-Guest,A0:AB:1B:7A:96:C8,-100,2.462
OOS-Vodafone Wi-Fi,00:0D:67:33:9D:75,-64,2.462
Off Limits2,B4:0F:3B:6E:D9:51,-74,2.462
Etc_A205,30:16:9D:6D:62:04,-62,2.457
B329,E8:48:B8:64:B6:C3,-60,2.422
DCTI-PUBLIC,E0:1C:FC:94:19:32,-73,2.432
DIRECT-97-HP M477 LaserJet,82:2B:F9:E8:3C:97,-72,2.447
WETC32,00:1F:CF:11:76:C4,-67,2.437
uetm,F0:2F:74:2D:33:01,-66,2.447
B714,00:1F:CF:11:7F:56,-64,2.437
Consiliu,00:1F:CF:11:76:CC,-66,2.437
Tenda_709990,B4:0F:3B:70:99:94,-54,2.422
UPT-eduroam,24:DE:C6:7C:CA:F0,-68,2.412
Liga AC LABS_2.4G,00:EB:D8:E5:77:DE,-60,2.417
studcm,C0:C1:C0:D1:DB:68,-61,2.462
AIA,70:4C:A5:C8:ED:F2,-67,2.412
B624,B4:F1:8C:B7:93:C0,-67,2.437
StaffCM,04:95:E6:06:77:61,-63,2.412
