SSID,BSSID,RSSI,Frequency(MHz)
SACI-A109-2G,18:31:BF:64:EB:A8,-62,2.462
studcm,C0:C1:C0:D1:DB:68,-64,2.462
B129,A0:F3:C1:6A:30:36,-70,2.462
OOS-Vodafone Wi-Fi,00:0D:67:33:9D:75,-64,2.462
B329,E8:48:B8:64:B6:C3,-54,2.422
A108_2.4G,9C:53:22:7E:C3:BA,-24,2.427
DCTI-PUBLIC,E0:1C:FC:94:19:32,-20,2.432
DecanatET_Guest,EA:C3:2A:C9:28:BA,-82,2.452
DecanatET,E4:C3:2A:C9:29:C2,-74,2.452
DecanatET_Guest,EA:C3:2A:C9:29:C2,-71,2.452
uetm_guest,7A:2F:74:2C:C0:31,-11,2.447
uetm,F0:2F:74:2D:33:01,-91,2.447
DCTI-PUBLIC,E0:1C:FC:94:19:23,-60,2.442
WETC32,00:1F:CF:11:76:C4,-69,2.437
WETC-B128,76:D0:2B:9B:FF:B3,-63,2.437
AIA,98:DA:C4:3F:1E:FF,-62,2.437
Electronica1,34:60:F9:A8:05:92,-70,2.422
POWER-EA,74:D0:2B:9B:FF:B2,-12,2.437
StaffCM,04:95:E6:06:77:61,-58,2.412
DIRECT-F4-HP Smart Tank 710-720,E2:70:EA:02:0C:F4,-86,2.437
DIRECT-97-HP M477 LaserJet,82:2B:F9:E8:3C:97,-70,2.447
Consiliu,00:1F:CF:11:76:CC,-62,2.437
A_306,F8:D1:11:41:11:BC,-74,2.437
Tenda_709990,B4:0F:3B:70:99:94,-64,2.422
UPT-eduroam,24:DE:C6:9E:F8:E0,-84,2.412
TP-LINK_A2,B0:48:7A:B2:59:38,-64,2.412
UPT-eduroam,24:DE:C6:7C:CA:F0,-58,2.412
AIA,70:4C:A5:C8:ED:F2,-68,2.412
UPT-eduroam,24:DE:C6:9E:F2:D0,-72,2.462
ContiLAB,04:95:E6:89:EC:42,-84,2.462
SACI-A107a-2G,18:31:BF:64:EB:E8,-74,2.412
