SSID,BSSID,RSSI,Frequency(MHz)
DCTI-PUBLIC,E0:1C:FC:94:13:77,-62,2.472
ContiLAB,04:95:E6:89:EC:42,-82,2.462
uetm,F0:2F:74:2C:C0:30,-68,2.447
studcm,C0:C1:C0:D1:DB:68,-62,2.462
SACI-A109-2G,18:31:BF:64:EB:A8,-64,2.462
DIRECT-97-HP M477 LaserJet,82:2B:F9:E8:3C:97,-71,2.447
AIA,98:DA:C4:3F:1E:FF,-62,2.437
DWR-953-B203-2G,E0:1C:FC:D8:B2:04,-74,2.457
B029,A8:42:A1:69:A0:56,-100,2.447
DCTI-PUBLIC,E0:1C:FC:94:19:23,-58,2.442
uetm,F0:2F:74:2D:33:01,-91,2.447
POWER-EA,74:D0:2B:9B:FF:B2,-15,2.437
B329,E8:48:B8:64:B6:C3,-54,2.422
StaffCM,04:95:E6:06:77:61,-52,2.412
B714,00:1F:CF:11:7F:56,-64,2.437
WETC-B128,76:D0:2B:9B:FF:B3,-64,2.437
Electronica1,34:60:F9:A8:05:92,-70,2.422
AIA,70:4C:A5:C8:ED:F2,-69,2.412
decanat-ac,BC:0F:9A:5B:0B:76,-76,2.412
Tenda_709990,B4:0F:3B:70:99:94,-64,2.422
UPT-eduroam,24:DE:C6:7C:CA:F0,-58,2.412
Stand_3_Siemens,00:1E:42:16:CB:CA,-64,2.462
UPT-eduroam,D8:C7:C8:04:70:20,-78,2.462
A304,98:DA:C4:3F:10:A7,-6,2.462
Etc_A205,30:16:9D:6D:62:04,-6,2.457
UPT-eduroam,24:DE:C6:9E:F2:D0,-74,2.462
