SSID,BSSID,RSSI,Frequency(MHz)
UPT-eduroam,24:DE:C6:9E:F3:30,-78,2.462
A304,98:DA:C4:3F:10:A7,-64,2.462
OpenWrt,00:18:E7:89:72:29,-74,2.462
UPT-eduroam,24:DE:C6:9E:F2:D0,-72,2.462
OOS-Vodafone Wi-Fi,00:0D:67:33:9D:75,-61,2.462
B424,34:0A:33:7E:31:5C,-82,2.462
AC-Guest,A0:AB:1B:7A:96:C8,-72,2.462
A_306,F8:D1:11:41:11:BC,-70,2.437
AIA,98:DA:C4:3F:1E:FF,-65,2.437
Redmi Note 13 Pro 5G,6E:46:71:59:BA:6A,-98,2.437
Consiliu,00:1F:CF:11:76:CC,-57,2.437
DecanatET_Guest,EA:C3:2A:C9:28:BA,-70,2.452
DecanatET,E4:C3:2A:C9:29:C2,-85,2.452
B329,E8:48:B8:64:B6:C3,-64,2.452
Etc_A205,30:16:9D:6D:62:04,-58,2.457
DecanatET,E4:C3:2A:C9:28:BA,-17,2.452
DecanatET_Guest,EA:C3:2A:C9:29:C2,-62,2.452
DIRECT-97-HP M477 LaserJet,82:2B:F9:E8:3C:97,-76,2.447
uetm_guest,7A:2F:74:2C:C0:31,-82,2.447
A108_2.4G,9C:53:22:7E:C3:BA,-69,2.427
Electronica1,34:60:F9:A8:05:92,-59,2.422
Liga AC LABS_2.4G,00:EB:D8:E5:77:DE,-60,2.417
A315,60:E3:27:2A:71:B6,-84,2.437
B714,00:1F:CF:11:7F:56,-71,2.437
AIA,98:DA:C4:73:A9:0C,-76,2.437
RG60SE_A6,00:1F:CF:11:83:08,-74,2.437
Smartphone_connect_9d0d2f,CE:57:63:9D:0D:2F,-65,2.437
POWER-EA,74:D0:2B:9B:FF:B2,-74,2.412
StaffCM,04:95:E6:06:77:61,-65,2.412
TP-LINK_A2,B0:48:7A:B2:59:38,-64,2.412
SACI-A107a-2G,18:31:BF:64:EB:E8,-64,2.412
UPT-eduroam,24:DE:C6:7C:CA:F0,-65,2.412
DIRECT-DC-HP Laser 137fnw,B2:22:7A:52:28:DC,-84,2.452
