SSID,BSSID,RSSI,Frequency(MHz)
Stand_3_Siemens,00:1E:42:16:CB:CA,-68,2.462
B424,34:0A:33:7E:31:5C,-76,2.462
OOS-Vodafone Wi-Fi,00:0D:67:33:9D:75,-66,2.462
AC-Guest,A0:AB:1B:7A:96:C8,-72,2.462
Etc_A205,30:16:9D:6D:62:04,-64,2.457
DWR-953-B203-2G,E0:1C:FC:D8:B2:04,-74,2.457
DCTI-PUBLIC,E0:1C:FC:94:19:32,-62,2.432
B129,A0:F3:C1:6A:30:36,-70,2.462
studcm,C0:C1:C0:D1:DB:68,-64,2.462
Electronica1,34:60:F9:A8:05:92,-68,2.422
SACI-A109-2G,18:31:BF:64:EB:A8,-68,2.462
DecanatET,E4:C3:2A:C9:29:C2,-71,2.452
DCTI-PUBLIC,E0:1C:FC:94:19:23,-58,2.442
DecanatET,E4:C3:2A:C9:28:BA,-76,2.452
DecanatET_Guest,EA:C3:2A:C9:28:BA,-75,2.452
B329,E8:48:B8:64:B6:C3,-53,2.422
Consiliu,00:1F:CF:11:76:CC,-62,2.437
WETC-B128,76:D0:2B:9B:FF:B3,-64,2.437
POWER-EA,74:D0:2B:9B:FF:B2,-65,2.437
AIA,98:DA:C4:3F:1E:FF,-59,2.437
AIA,70:4C:A5:C8:ED:F2,-66,2.412
StaffCM,04:95:E6:06:77:61,-54,2.412
UPT-eduroam,24:DE:C6:7C:CA:F0,-58,2.412
TP-LINK_A2,B0:48:7A:B2:59:38,-70,2.412
