SSID,BSSID,RSSI,Frequency(MHz)
B129,A0:F3:C1:6A:30:36,-76,2.462
UPT-eduroam,24:DE:C6:9C:74:A0,-80,2.462
UPT-eduroam,24:DE:C6:9E:F2:D0,-84,2.462
studcm,C0:C1:C0:D1:DB:68,-62,2.462
AC_guest,A0:AB:1B:7A:95:B6,-82,2.462
Electronica1,34:60:F9:A8:05:92,-57,2.422
Consiliu,00:1F:CF:11:76:CC,-58,2.437
Tenda_709990,B4:0F:3B:70:99:94,-59,2.452
Etc_A205,30:16:9D:6D:62:04,-56,2.457
DecanatET_Guest,EA:C3:2A:C9:29:C2,-60,2.452
DecanatET,E4:C3:2A:C9:29:C2,-49,2.452
B329,E8:48:B8:64:B6:C3,-62,2.452
Etc_A316_2.4G,40:AE:30:44:8C:13,-80,2.452
DIRECT-97-HP M477 LaserJet,82:2B:F9:E8:3C:97,-110,2.447
DecanatET,E4:C3:2A:C9:28:BA,-68,2.452
B714,00:1F:CF:11:7F:56,-74,2.437
Decanat_Etc,9C:53:22:3A:E5:BC,-68,2.422
Liga AC LABS_2.4G,00:EB:D8:E5:77:DE,-51,2.417
StaffCM,04:95:E6:06:77:61,-79,2.412
WETC-B128,76:D0:2B:9B:FF:B3,-76,2.412
POWER-EA,74:D0:2B:9B:FF:B2,-76,2.412
DecanatET_Guest,EA:C3:2A:C9:28:BA,-72,2.452
UPT-eduroam,D8:C7:C8:04:70:20,-80,2.462
ETcTI,00:1D:60:19:98:D4,-64,2.412
SACI-A109-2G,18:31:BF:64:EB:A8,-68,2.462
OOS-Vodafone Wi-Fi,00:0D:67:33:9D:75,-62,2.462
RG60SE_A6,00:1F:CF:11:83:08,-74,2.437
AIA,98:DA:C4:3F:1E:FF,-63,2.437
A315,60:E3:27:2A:71:B6,-78,2.437
SACI-A107a-2G,18:31:BF:64:EB:E8,-58,2.412
