SSID,BSSID,RSSI,Frequency(MHz)
Telekom-xjioCm,70:0B:01:05:B7:51,-75,2.472
Tenda_709990,B4:0F:3B:70:99:94,-63,2.462
OOS-Vodafone Wi-Fi,00:0D:67:33:9D:75,-64,2.462
android027,00:24:01:E7:63:35,-16,2.472
studcm,C0:C1:C0:D1:DB:68,-67,2.462
Etc_A205,30:16:9D:6D:62:04,-27,2.457
Consiliu,00:1F:CF:11:76:CC,-62,2.437
B029,A8:42:A1:69:A0:56,-34,2.447
DecanatET_Guest,EA:C3:2A:C9:28:BA,-78,2.452
DecanatET,E4:C3:2A:C9:28:BA,-76,2.452
DIRECT-97-HP M477 LaserJet,82:2B:F9:E8:3C:97,-72,2.447
AIA,98:DA:C4:3F:1E:FF,-69,2.437
B329,E8:48:B8:64:B6:C3,-62,2.422
Electronica1,34:60:F9:A8:05:92,-68,2.422
DCTI-PUBLIC,E0:1C:FC:94:19:32,-66,2.432
SACI-A107a-2G,18:31:BF:64:EB:E8,-71,2.412
StaffCM,04:95:E6:06:77:61,-54,2.412
ETcTI,00:1D:60:19:98:D4,-64,2.412
RG60SE_A6,00:1F:CF:11:83:08,-74,2.437
WETC32,00:1F:CF:11:76:C4,-70,2.437
B714,00:1F:CF:11:7F:56,-66,2.437
WETC-B128,76:D0:2B:9B:FF:B3,-62,2.412
POWER-EA,74:D0:2B:9B:FF:B2,-62,2.412
UPT-eduroam,24:DE:C6:7C:CA:F0,-60,2.412
SACI-A109-2G,18:31:BF:64:EB:A8,-64,2.462
Stand_3_Siemens,00:1E:42:16:CB:CA,-70,2.462
B424,34:0A:33:7E:31:5C,-100,2.462
