SSID,BSSID,RSSI,Frequency(MHz)
AC-Guest,A0:AB:1B:7A:96:C8,-72,2.462
UPT-eduroam,24:DE:C6:9C:74:A0,-68,2.462
Lab TFI,50:D4:F7:BB:C8:85,-67,2.427
DCTI-PUBLIC,E0:1C:FC:94:19:32,-69,2.432
uetm_guest,7A:2F:74:2C:C0:31,-68,2.447
AIA,98:DA:C4:3F:1E:FF,-74,2.437
uetm,F0:2F:74:2D:33:01,-63,2.447
DIRECT-97-HP M477 LaserJet,82:2B:F9:E8:3C:97,-88,2.447
AIA,70:4C:A5:C8:ED:F2,-72,2.412
ETcTI,00:1D:60:19:98:D4,-68,2.412
WETC32,00:1F:CF:11:76:C4,-76,2.437
Consiliu,00:1F:CF:11:76:CC,-68,2.437
Liga AC LABS_2.4G,00:EB:D8:E5:77:DE,-58,2.417
B714,00:1F:CF:11:7F:56,-71,2.437
SACI-A107a-2G,18:31:BF:64:EB:E8,-59,2.412
DecanatET_Guest,EA:C3:2A:C9:28:BA,-80,2.452
SACI-A109-2G,18:31:BF:64:EB:A8,-72,2.462
B129,A0:F3:C1:6A:30:36,-76,2.462
OOS-Vodafone Wi-Fi,00:0D:67:33:9D:75,-61,2.462
A304,98:DA:C4:3F:10:A7,-81,2.462
POWER-EA,74:D0:2B:9B:FF:B2,-73,2.462
