SSID,BSSID,RSSI,Frequency(MHz)
Stand_3_Siemens,00:1E:42:16:CB:CA,-6,2.462
B129,A0:F3:C1:6A:30:36,-76,2.462
studcm,C0:C1:C0:D1:DB:68,-65,2.462
OOS-Vodafone Wi-Fi,00:0D:67:33:9D:75,-64,2.462
A304,98:DA:C4:3F:10:A7,-60,2.462
OpenWrt,00:18:E7:89:72:29,-82,2.462
A_306,F8:D1:11:41:11:BC,-68,2.437
Etc_A205,30:16:9D:6D:62:04,-59,2.457
Lab TFI,50:D4:F7:BB:C8:85,-100,2.427
DecanatET_Guest,EA:C3:2A:C9:28:BA,-70,2.452
Electronica1,34:60:F9:A8:05:92,-56,2.422
DIRECT-DC-HP Laser 137fnw,B2:22:7A:52:28:DC,-75,2.452
DecanatET,E4:C3:2A:C9:29:C2,-62,2.452
B329,E8:48:B8:64:B6:C3,-65,2.452
DecanatET_Guest,EA:C3:2A:C9:29:C2,-63,2.452
DIRECT-97-HP M477 LaserJet,82:2B:F9:E8:3C:97,-79,2.447
DCTI-PUBLIC,E0:1C:FC:94:19:23,-76,2.442
DCTI-PUBLIC,E0:1C:FC:94:19:1D,-76,2.427
A108_2.4G,9C:53:22:7E:C3:BA,-69,2.427
Consiliu,00:1F:CF:11:76:CC,-58,2.437
Liga AC LABS_2.4G,00:EB:D8:E5:77:DE,-58,2.417
WETC32,00:1F:CF:11:76:C4,-76,2.437
Redmi Note 13 Pro 5G,6E:46:71:59:BA:6A,-72,2.437
RG60SE_A6,00:1F:CF:11:83:08,-72,2.437
ETcTI,00:1D:60:19:98:D4,-74,2.412
StaffCM,04:95:E6:06:77:61,-68,2.412
SACI-A107a-2G,18:31:BF:64:EB:E8,-59,2.412
UPT-eduroam,24:DE:C6:7C:CA:F0,-66,2.412
Tenda_709990,B4:0F:3B:70:99:94,-78,2.422
UPT-eduroam,24:DE:C6:9E:F2:D0,-72,2.462
