SSID,BSSID,RSSI,Frequency(MHz)
SACI-A109-2G,18:31:BF:64:EB:A8,-79,2.462
AC-Guest,A0:AB:1B:7A:96:C8,-66,2.462
WETC-B128,76:D0:2B:9B:FF:B3,-93,2.462
OpenWrt,00:18:E7:89:72:29,-62,2.462
OOS-Vodafone Wi-Fi,00:0D:67:33:9D:75,-61,2.462
LSFETc,74:DA:88:48:48:65,-84,2.432
POWER-EA,74:D0:2B:9B:FF:B2,-74,2.462
studcm,C0:C1:C0:D1:DB:68,-73,2.462
A304,98:DA:C4:3F:10:A7,-14,2.462
AIA,98:DA:C4:3F:1E:FF,-72,2.437
Electronica1,34:60:F9:A8:05:92,-60,2.422
DecanatET_Guest,EA:C3:2A:C9:29:C2,-71,2.452
uetm_guest,7A:2F:74:2C:C0:31,-60,2.447
uetm,F0:2F:74:2C:C0:30,-61,2.447
DecanatET,E4:C3:2A:C9:28:BA,-70,2.452
DecanatET_Guest,EA:C3:2A:C9:28:BA,-72,2.452
Tenda_709990,B4:0F:3B:70:99:94,-66,2.452
Consiliu,00:1F:CF:11:76:CC,-53,2.437
Lab TFI,50:D4:F7:BB:C8:85,-67,2.427
Liga AC LABS_2.4G,00:EB:D8:E5:77:DE,-58,2.417
B329,E8:48:B8:64:B6:C3,-72,2.417
ETcTI,00:1D:60:19:98:D4,-65,2.412
B424,34:0A:33:7E:31:5C,-88,2.462
DWR-953-B203-2G,E0:1C:FC:D8:B2:04,-82,2.457
SACI-A107a-2G,18:31:BF:64:EB:E8,-71,2.412
A315,60:E3:27:2A:71:B6,-14,2.437
OOS-Vodafone Wi-Fi,00:0D:67:33:A8:01,-73,2.437
B714,00:1F:CF:11:7F:56,-76,2.437
uetm,F0:2F:74:2D:33:01,-66,2.447
UPT-eduroam,24:DE:C6:7C:CA:F0,-70,2.412
1e790931,F4:91:1E:79:09:31,-84,2.412
UPT-eduroam,24:DE:C6:9E:F8:E0,-78,2.412
