SSID,BSSID,RSSI,Frequency(MHz)
UPT-eduroam,24:DE:C6:9C:74:A0,-65,2.462
A304,98:DA:C4:3F:10:A7,-23,2.462
OpenWrt,00:18:E7:89:72:29,-61,2.462
AC-Guest,A0:AB:1B:7A:96:C8,-64,2.462
Etc_A205,30:16:9D:6D:62:04,-66,2.457
Tenda_709990,B4:0F:3B:70:99:94,-15,2.452
DecanatET,E4:C3:2A:C9:29:C2,-66,2.452
POWER-EA,74:D0:2B:9B:FF:B2,-84,2.462
DCTI-PUBLIC,E0:1C:FC:94:19:32,-80,2.432
uetm_guest,7A:2F:74:2C:C0:31,-63,2.447
uetm,F0:2F:74:2C:C0:30,-64,2.447
Electronica1,34:60:F9:A8:05:92,-64,2.422
AIA,98:DA:C4:3F:1E:FF,-74,2.437
Consiliu,00:1F:CF:11:76:CC,-62,2.437
B329,E8:48:B8:64:B6:C3,-61,2.417
Liga AC LABS_2.4G,00:EB:D8:E5:77:DE,-66,2.417
studcm,C0:C1:C0:D1:DB:68,-79,2.462
OOS-Vodafone Wi-Fi,00:0D:67:33:9D:75,-60,2.462
DCTI-PUBLIC,E0:1C:FC:94:19:23,-82,2.442
BFI_UPT,D8:07:B6:10:F7:38,-82,2.432
uetm,F0:2F:74:2D:33:01,-72,2.447
OOS-Vodafone Wi-Fi,00:0D:67:33:A8:01,-80,2.437
A_306,F8:D1:11:41:11:BC,-72,2.437
Audi_MMI_8857,D4:CA:6E:32:EE:C6,-88,2.412
CONFERENCE,84:D4:7E:2A:81:80,-91,2.412
UPT-eduroam,24:DE:C6:9E:F8:E0,-78,2.412
1e790931,F4:91:1E:79:09:31,-84,2.412
ETcTI,00:1D:60:19:98:D4,-62,2.412
ASUS,54:A0:50:B5:08:90,-78,2.412
