SSID,BSSID,RSSI,Frequency(MHz)
OpenWrt,00:18:E7:89:72:29,-75,2.462
Etc_A205,30:16:9D:6D:62:04,-70,2.457
DecanatET,E4:C3:2A:C9:29:C2,-59,2.452
uetm,F0:2F:74:2D:33:01,-60,2.447
DecanatET_Guest,EA:C3:2A:C9:29:C2,-62,2.452
uetm,F0:2F:74:2C:C0:30,-84,2.447
Consiliu,00:1F:CF:11:76:CC,-60,2.437
StaffCM,04:95:E6:06:77:61,-66,2.442
uetm_guest,7A:2F:74:2C:C0:31,-14,2.447
B029,A8:42:A1:69:A0:56,-81,2.447
Redmi Note 13 Pro 5G,6E:46:71:59:BA:6A,-75,2.437
Electronica1,34:60:F9:A8:05:92,-64,2.422
Liga AC LABS_2.4G,00:EB:D8:E5:77:DE,-52,2.417
LIGA_AC_HQ,C8:7F:54:58:EB:60,-82,2.417
AIA,98:DA:C4:3F:1E:FF,-68,2.437
SACI-A107a-2G,18:31:BF:64:EB:E8,-59,2.412
ETcTI,00:1D:60:19:98:D4,-68,2.412
WETC-B128,76:D0:2B:9B:FF:B3,-72,2.412
POWER-EA,74:D0:2B:9B:FF:B2,-74,2.412
UPT-eduroam,D8:C7:C8:04:70:20,-82,2.462
DIRECT-BMW 45781,8A:5A:85:51:A6:DA,-80,2.462
OOS-Vodafone Wi-Fi,00:0D:67:33:9D:75,-58,2.462
