SSID,BSSID,RSSI,Frequency(MHz)
android027,00:24:01:E7:63:35,-75,2.472
OOS-Vodafone Wi-Fi,00:0D:67:33:9D:75,-61,2.462
WiFi_STPTEB2E,20:97:27:21:EB:2E,-78,2.457
A108_2.4G,9C:53:22:7E:C3:BA,-68,2.427
A304,98:DA:C4:3F:10:A7,-65,2.462
Electronica1,34:60:F9:A8:05:92,-58,2.422
DecanatET,E4:C3:2A:C9:29:C2,-55,2.452
DecanatET_Guest,EA:C3:2A:C9:29:C2,-61,2.452
Consiliu,00:1F:CF:11:76:CC,-76,2.437
DCTI-PUBLIC,E0:1C:FC:94:19:23,-70,2.442
B329,E8:48:B8:64:B6:C3,-62,2.452
uetm,F0:2F:74:2D:33:01,-64,2.447
SACI-A107a-2G,18:31:BF:64:EB:E8,-56,2.412
smartmove-upt,84:D8:1B:FC:C1:B0,-86,2.417
Liga AC LABS_2.4G,00:EB:D8:E5:77:DE,-60,2.417
Redmi Note 13 Pro 5G,6E:46:71:59:BA:6A,-74,2.437
AIA,98:DA:C4:3F:1E:FF,-70,2.437
uetm_guest,7A:2F:74:2C:C0:31,-70,2.447
B714,00:1F:CF:11:7F:56,-70,2.437
OOS-Vodafone Wi-Fi,00:0D:67:33:A8:01,-84,2.437
UPT-eduroam,24:DE:C6:7C:CA:F0,-68,2.412
POWER-EA,74:D0:2B:9B:FF:B2,-72,2.412
ETcTI,00:1D:60:19:98:D4,-61,2.412
WETC-B128,76:D0:2B:9B:FF:B3,-80,2.412
AIA,70:4C:A5:C8:ED:F2,-74,2.412
StaffCM,04:95:E6:06:77:61,-74,2.412
B129,A0:F3:C1:6A:30:36,-74,2.462
studcm,C0:C1:C0:D1:DB:68,-73,2.462
SACI-A109-2G,18:31:BF:64:EB:A8,-68,2.462
Stand_3_Siemens,00:1E:42:16:CB:CA,-73,2.462
