SSID,BSSID,RSSI,Frequency(MHz)
AC-Guest,A0:AB:1B:7A:96:C8,-76,2.462
OOS-Vodafone Wi-Fi,00:0D:67:33:9D:75,-62,2.462
UPT-eduroam,24:DE:C6:9E:F2:D0,-71,2.462
android027,00:24:01:E7:63:35,-75,2.472
Stand_3_Siemens,00:1E:42:16:CB:CA,-76,2.462
USER-PC_Network,C8:BE:19:B2:FA:14,-82,2.462
AC_guest,A0:AB:1B:7A:95:B6,-73,2.462
Tenda_709990,B4:0F:3B:70:99:94,-19,2.452
DecanatET_Guest,EA:C3:2A:C9:28:BA,-64,2.452
DecanatET,E4:C3:2A:C9:29:C2,-62,2.452
Consiliu,00:1F:CF:11:76:CC,-58,2.437
DWR-953-B203-2G,E0:1C:FC:D8:B2:04,-82,2.457
AIA,98:DA:C4:73:A9:0C,-78,2.437
OOS-Vodafone Wi-Fi,00:0D:67:33:A8:01,-86,2.437
A108_2.4G,9C:53:22:7E:C3:BA,-69,2.427
AIA,98:DA:C4:3F:1E:FF,-73,2.437
LIGA_AC_STUDENTI,C8:7F:54:58:EB:61,-82,2.417
Liga AC LABS_2.4G,00:EB:D8:E5:77:DE,-53,2.417
TP-LINK_A2,B0:48:7A:B2:59:38,-76,2.412
B714,00:1F:CF:11:7F:56,-78,2.437
RG60SE_A6,00:1F:CF:11:83:08,-78,2.437
uetm,F0:2F:74:2D:33:01,-11,2.447
ETcTI,00:1D:60:19:98:D4,-62,2.412
A_306,F8:D1:11:41:11:BC,-72,2.437
uetm_guest,7A:2F:74:2C:C0:31,-68,2.447
WETC-B128,76:D0:2B:9B:FF:B3,-70,2.412
StaffCM,04:95:E6:06:77:61,-72,2.412
POWER-EA,74:D0:2B:9B:FF:B2,-72,2.412
AIA,70:4C:A5:C8:ED:F2,-74,2.412
SACI-A107a-2G,18:31:BF:64:EB:E8,-61,2.412
SACI-A109-2G,18:31:BF:64:EB:A8,-68,2.462
Etc_A205,30:16:9D:6D:62:04,-61,2.457
A304,98:DA:C4:3F:10:A7,-60,2.462
