SSID,BSSID,RSSI,Frequency(MHz)
Off Limits2,B4:0F:3B:6E:D9:51,-18,2.462
Stand_3_Siemens,00:1E:42:16:CB:CA,-11,2.462
android027,00:24:01:E7:63:35,-65,2.472
B424,34:0A:33:7E:31:5C,-72,2.462
OOS-Vodafone Wi-Fi,00:0D:67:33:9D:75,-33,2.462
B129,A0:F3:C1:6A:30:36,-71,2.462
studcm,C0:C1:C0:D1:DB:68,-58,2.462
SACI-A109-2G,18:31:BF:64:EB:A8,-66,2.462
Etc_A205,30:16:9D:6D:62:04,-65,2.457
UPT-eduroam,24:DE:C6:9C:74:A0,-80,2.462
Tenda_709990,B4:0F:3B:70:99:94,-52,2.462
B329,E8:48:B8:64:B6:C3,-64,2.422
A304,98:DA:C4:3F:10:A7,-72,2.462
DWR-953-B203-2G,E0:1C:FC:D8:B2:04,-64,2.457
uetm_guest,7A:2F:74:2C:C0:31,-72,2.447
uetm,F0:2F:74:2C:C0:30,-68,2.447
DCTI-PUBLIC,E0:1C:FC:94:19:23,-64,2.442
DCTI-PUBLIC,E0:1C:FC:94:19:32,-76,2.432
WETC32,00:1F:CF:11:76:C4,-66,2.437
AIA,98:DA:C4:3F:1E:FF,-65,2.437
Consiliu,00:1F:CF:11:76:CC,-64,2.437
B714,00:1F:CF:11:7F:56,-62,2.437
UPT-eduroam,24:DE:C6:7C:CA:F0,-65,2.412
WETC-B128,76:D0:2B:9B:FF:B3,-61,2.412
StaffCM,04:95:E6:06:77:61,-54,2.412
POWER-EA,74:D0:2B:9B:FF:B2,-62,2.412
UPT-eduroam,D8:C7:C8:04:70:20,-81,2.462
Liga AC LABS_2.4G,00:EB:D8:E5:77:DE,-58,2.417
Vodafone-05856A,B8:D4:BC:05:85:6A,-75,2.412
