SSID,BSSID,RSSI,Frequency(MHz)
DCTI-PUBLIC,E0:1C:FC:94:13:77,-50,2.472
OpenWrt,00:18:E7:89:72:29,-74,2.462
USER-PC_Network,C8:BE:19:B2:FA:14,-84,2.462
UPT-eduroam,24:DE:C6:9C:74:A0,-69,2.462
Consiliu,00:1F:CF:11:76:CC,-58,2.437
DIRECT-DC-HP Laser 137fnw,B2:22:7A:52:28:DC,-82,2.452
DecanatET_Guest,EA:C3:2A:C9:29:C2,-60,2.452
A304,98:DA:C4:3F:10:A7,-64,2.462
DecanatET_Guest,EA:C3:2A:C9:28:BA,-68,2.452
uetm,F0:2F:74:2C:C0:30,-68,2.447
Lab TFI,50:D4:F7:BB:C8:85,-70,2.427
A108_2.4G,9C:53:22:7E:C3:BA,-64,2.427
Electronica1,34:60:F9:A8:05:92,-61,2.422
B714,00:1F:CF:11:7F:56,-70,2.437
StaffCM,04:95:E6:06:77:61,-69,2.412
ETcTI,00:1D:60:19:98:D4,-62,2.412
A_306,F8:D1:11:41:11:BC,-72,2.437
AIA,98:DA:C4:3F:1E:FF,-68,2.437
WETC-B128,76:D0:2B:9B:FF:B3,-78,2.412
SACI-A107a-2G,18:31:BF:64:EB:E8,-54,2.412
Etc_A316_2.4G,40:AE:30:44:8C:13,-84,2.452
android027,00:24:01:E7:63:35,-79,2.472
Stand_3_Siemens,00:1E:42:16:CB:CA,-70,2.462
studcm,C0:C1:C0:D1:DB:68,-66,2.462
AC-Guest,A0:AB:1B:7A:96:C8,-76,2.462
