SSID,BSSID,RSSI,Frequency(MHz)
UPT-eduroam,24:DE:C6:9C:74:A0,-64,2.462
android027,00:24:01:E7:63:35,-82,2.472
OpenWrt,00:18:E7:89:72:29,-70,2.462
Etc_A205,30:16:9D:6D:62:04,-65,2.457
Electronica1,34:60:F9:A8:05:92,-68,2.422
OOS-Vodafone Wi-Fi,00:0D:67:33:A8:01,-70,2.437
DecanatET_Guest,EA:C3:2A:C9:28:BA,-82,2.452
DecanatET,E4:C3:2A:C9:29:C2,-73,2.452
Tenda_709990,B4:0F:3B:70:99:94,-85,2.452
uetm,F0:2F:74:2C:C0:30,-73,2.447
uetm,F0:2F:74:2D:33:01,-93,2.447
B329,E8:48:B8:64:B6:C3,-68,2.417
A108_2.4G,9C:53:22:7E:C3:BA,-72,2.427
LIGA_AC_HQ,C8:7F:54:58:EB:60,-74,2.417
LIGA_AC_STUDENTI,C8:7F:54:58:EB:61,-75,2.417
WETC-B128,76:D0:2B:9B:FF:B3,-78,2.437
B714,00:1F:CF:11:7F:56,-43,2.437
Redmi Note 11 Pro 5G,B2:9E:91:D6:C1:BD,-71,2.412
CONFERENCE,84:D4:7E:2A:81:80,-82,2.412
StaffCM,04:95:E6:06:77:61,-67,2.412
ETcTI,00:1D:60:19:98:D4,-62,2.412
1e790931,F4:91:1E:79:09:31,-72,2.412
Liga AC LABS_2.4G,00:EB:D8:E5:77:DE,-62,2.417
SACI-A107a-2G,18:31:BF:64:EB:E8,-74,2.412
ASUS,54:A0:50:B5:08:90,-88,2.412
A304,98:DA:C4:3F:10:A7,-10,2.462
studcm,C0:C1:C0:D1:DB:68,-71,2.462
