SSID,BSSID,RSSI,Frequency(MHz)
android027,00:24:01:E7:63:35,-72,2.472
B129,A0:F3:C1:6A:30:36,-68,2.462
B424,34:0A:33:7E:31:5C,-74,2.462
SACI-A109-2G,18:31:BF:64:EB:A8,-61,2.462
UPT-eduroam,24:DE:C6:9E:F2:D0,-76,2.462
A304,98:DA:C4:3F:10:A7,-69,2.462
Etc_A205,30:16:9D:6D:62:04,-63,2.457
B329,E8:48:B8:64:B6:C3,-55,2.422
DCTI-PUBLIC,E0:1C:FC:94:19:23,-62,2.442
studcm,C0:C1:C0:D1:DB:68,-60,2.462
DecanatET_Guest,EA:C3:2A:C9:29:C2,-62,2.452
uetm,F0:2F:74:2C:C0:30,-74,2.447
OOS-Vodafone Wi-Fi,00:0D:67:33:9D:75,-84,2.462
DecanatET,E4:C3:2A:C9:29:C2,-66,2.452
B029,A8:42:A1:69:A0:56,-35,2.447
AIA,98:DA:C4:3F:1E:FF,-66,2.437
uetm,F0:2F:74:2D:33:01,-21,2.447
DCTI-PUBLIC,E0:1C:FC:94:19:32,-62,2.432
Electronica1,34:60:F9:A8:05:92,-62,2.422
RG60SE_A6,00:1F:CF:11:83:08,-74,2.437
WETC-B128,76:D0:2B:9B:FF:B3,-66,2.437
B714,00:1F:CF:11:7F:56,-64,2.437
Consiliu,00:1F:CF:11:76:CC,-64,2.437
A_306,F8:D1:11:41:11:BC,-66,2.437
WETC32,00:1F:CF:11:76:C4,-67,2.437
SACI-A107a-2G,18:31:BF:64:EB:E8,-62,2.412
StaffCM,04:95:E6:06:77:61,-58,2.412
ETcTI,00:1D:60:19:98:D4,-64,2.412
TP-LINK_A2,B0:48:7A:B2:59:38,-64,2.412
UPT-eduroam,24:DE:C6:7C:CA:F0,-66,2.412
UPT-eduroam,24:DE:C6:9E:F8:E0,-82,2.412
AIA,70:4C:A5:C8:ED:F2,-74,2.412
